2013-06-29T15:14:40Z	30.375397	-97.731606	293.82007	true
2013-06-29T15:14:49Z	30.374437	-97.72945	292.85876	false
2013-06-29T15:14:53Z	30.374031	-97.728455	295.74268	false
2013-06-29T15:14:58Z	30.373468	-97.727234	299.1073	false
2013-06-29T15:15:06Z	30.37249	-97.72515	302.47192	false
2013-06-29T15:15:08Z	30.372227	-97.7246	298.6267	false
2013-06-29T15:15:09Z	30.372097	-97.72431	298.6267	false
2013-06-29T15:15:15Z	30.371311	-97.72257	295.74268	false
2013-06-29T15:15:17Z	30.371061	-97.72198	291.89746	false
2013-06-29T15:15:20Z	30.370659	-97.7211	288.53296	false
2013-06-29T15:15:25Z	30.369743	-97.719864	286.12952	false
2013-06-29T15:15:30Z	30.368544	-97.719	289.49414	false
2013-06-29T15:15:31Z	30.368288	-97.718864	289.49414	false
2013-06-29T15:15:36Z	30.366936	-97.71844	292.85876	false
2013-06-29T15:15:39Z	30.36612	-97.71831	296.7041	false
